row_id,zone,state,lga,period,live_births_count
430,South East,Abia,ab Isuikwuato Local Government Area,21-Oct,48
431,South East,Abia,ab Isuikwuato Local Government Area,21-Nov,66
432,South East,Abia,ab Isuikwuato Local Government Area,21-Dec,65
433,South East,Abia,ab Isuikwuato Local Government Area,22-Jan,54
434,South East,Abia,ab Isuikwuato Local Government Area,22-Feb,63
435,South East,Abia,ab Isuikwuato Local Government Area,22-Mar,57
436,South East,Abia,ab Isuikwuato Local Government Area,22-Apr,82
437,South East,Abia,ab Isuikwuato Local Government Area,22-May,71
438,South East,Abia,ab Isuikwuato Local Government Area,22-Jun,74
439,South East,Abia,ab Isuikwuato Local Government Area,22-Jul,42
440,South East,Abia,ab Isuikwuato Local Government Area,22-Aug,38
441,South East,Abia,ab Isuikwuato Local Government Area,22-Sep,60
442,South East,Abia,ab Isuikwuato Local Government Area,22-Oct,64
443,South East,Abia,ab Isuikwuato Local Government Area,22-Nov,68
444,South East,Abia,ab Isuikwuato Local Government Area,22-Dec,47
445,South East,Abia,ab Isuikwuato Local Government Area,23-Jan,60
446,South East,Abia,ab Isuikwuato Local Government Area,23-Feb,59
447,South East,Abia,ab Isuikwuato Local Government Area,23-Mar,37
448,South East,Abia,ab Isuikwuato Local Government Area,23-Apr,65
449,South East,Abia,ab Isuikwuato Local Government Area,23-May,13
450,South East,Abia,ab Isuikwuato Local Government Area,23-Jun,59
451,South East,Abia,ab Isuikwuato Local Government Area,23-Jul,50
452,South East,Abia,ab Isuikwuato Local Government Area,23-Aug,60
453,South East,Abia,ab Isuikwuato Local Government Area,23-Sep,64
454,South East,Abia,ab Isuikwuato Local Government Area,23-Oct,106
455,South East,Abia,ab Isuikwuato Local Government Area,23-Nov,65
456,South East,Abia,ab Isuikwuato Local Government Area,23-Dec,50
457,South East,Abia,ab Isuikwuato Local Government Area,24-Jan,64
458,South East,Abia,ab Isuikwuato Local Government Area,24-Feb,58
459,South East,Abia,ab Isuikwuato Local Government Area,24-Mar,53
460,South East,Abia,ab Isuikwuato Local Government Area,24-Apr,68
461,South East,Abia,ab Isuikwuato Local Government Area,24-May,61
462,South East,Abia,ab Isuikwuato Local Government Area,24-Jun,62
463,South East,Abia,ab Isuikwuato Local Government Area,24-Jul,70
464,South East,Abia,ab Isuikwuato Local Government Area,24-Aug,46
465,South East,Abia,ab Isuikwuato Local Government Area,24-Sep,58
466,South East,Abia,ab Isuikwuato Local Government Area,24-Oct,79
467,South East,Abia,ab Isuikwuato Local Government Area,24-Nov,50
468,South East,Abia,ab Isuikwuato Local Government Area,24-Dec,59
469,South East,Abia,ab Isuikwuato Local Government Area,25-Jan,54
470,South East,Abia,ab Isuikwuato Local Government Area,25-Feb,38
471,South East,Abia,ab Isuikwuato Local Government Area,25-Mar,84
472,South East,Abia,ab Isuikwuato Local Government Area,25-Apr,83
473,South East,Abia,ab Isuikwuato Local Government Area,25-May,87
474,South East,Abia,ab Isuikwuato Local Government Area,25-Jun,86
475,South East,Abia,ab Isuikwuato Local Government Area,25-Jul,98
476,South East,Abia,ab Isuikwuato Local Government Area,25-Aug,95
477,South East,Abia,ab Isuikwuato Local Government Area,25-Sep,97
478,South East,Abia,ab Isuikwuato Local Government Area,25-Oct,104
479,South East,Abia,ab Isuikwuato Local Government Area,25-Nov,84
480,South East,Abia,ab Isuikwuato Local Government Area,25-Dec,74
481,South East,Abia,ab Obi Nwga Local Government Area,21-Jan,41
482,South East,Abia,ab Obi Nwga Local Government Area,21-Feb,45
483,South East,Abia,ab Obi Nwga Local Government Area,21-Mar,78
484,South East,Abia,ab Obi Nwga Local Government Area,21-Apr,76
485,South East,Abia,ab Obi Nwga Local Government Area,21-May,77
486,South East,Abia,ab Obi Nwga Local Government Area,21-Jun,78
487,South East,Abia,ab Obi Nwga Local Government Area,21-Jul,84
488,South East,Abia,ab Obi Nwga Local Government Area,21-Aug,60
489,South East,Abia,ab Obi Nwga Local Government Area,21-Sep,82
490,South East,Abia,ab Obi Nwga Local Government Area,21-Oct,67
491,South East,Abia,ab Obi Nwga Local Government Area,21-Nov,67
492,South East,Abia,ab Obi Nwga Local Government Area,21-Dec,64
493,South East,Abia,ab Obi Nwga Local Government Area,22-Jan,53
494,South East,Abia,ab Obi Nwga Local Government Area,22-Feb,50
495,South East,Abia,ab Obi Nwga Local Government Area,22-Mar,52
496,South East,Abia,ab Obi Nwga Local Government Area,22-Apr,48
497,South East,Abia,ab Obi Nwga Local Government Area,22-May,53
498,South East,Abia,ab Obi Nwga Local Government Area,22-Jun,31
499,South East,Abia,ab Obi Nwga Local Government Area,22-Jul,21
500,South East,Abia,ab Obi Nwga Local Government Area,22-Aug,38
501,South East,Abia,ab Obi Nwga Local Government Area,22-Sep,51
502,South East,Abia,ab Obi Nwga Local Government Area,22-Oct,71
503,South East,Abia,ab Obi Nwga Local Government Area,22-Nov,54
504,South East,Abia,ab Obi Nwga Local Government Area,22-Dec,45
505,South East,Abia,ab Obi Nwga Local Government Area,23-Jan,50
506,South East,Abia,ab Obi Nwga Local Government Area,23-Feb,48
507,South East,Abia,ab Obi Nwga Local Government Area,23-Mar,51
508,South East,Abia,ab Obi Nwga Local Government Area,23-Apr,65
509,South East,Abia,ab Obi Nwga Local Government Area,23-May,9
510,South East,Abia,ab Obi Nwga Local Government Area,23-Jun,46
511,South East,Abia,ab Obi Nwga Local Government Area,23-Jul,49
512,South East,Abia,ab Obi Nwga Local Government Area,23-Aug,14
513,South East,Abia,ab Obi Nwga Local Government Area,23-Sep,46
514,South East,Abia,ab Obi Nwga Local Government Area,23-Oct,37
515,South East,Abia,ab Obi Nwga Local Government Area,23-Nov,26
516,South East,Abia,ab Obi Nwga Local Government Area,23-Dec,25
517,South East,Abia,ab Obi Nwga Local Government Area,24-Jan,34
518,South East,Abia,ab Obi Nwga Local Government Area,24-Feb,17
519,South East,Abia,ab Obi Nwga Local Government Area,24-Mar,32
520,South East,Abia,ab Obi Nwga Local Government Area,24-Apr,55
521,South East,Abia,ab Obi Nwga Local Government Area,24-May,33
522,South East,Abia,ab Obi Nwga Local Government Area,24-Jun,62
523,South East,Abia,ab Obi Nwga Local Government Area,24-Jul,53
524,South East,Abia,ab Obi Nwga Local Government Area,24-Aug,34
525,South East,Abia,ab Obi Nwga Local Government Area,24-Sep,54
526,South East,Abia,ab Obi Nwga Local Government Area,24-Oct,51
527,South East,Abia,ab Obi Nwga Local Government Area,24-Nov,59
528,South East,Abia,ab Obi Nwga Local Government Area,24-Dec,48
529,South East,Abia,ab Obi Nwga Local Government Area,25-Jan,33
530,South East,Abia,ab Obi Nwga Local Government Area,25-Feb,58
531,South East,Abia,ab Obi Nwga Local Government Area,25-Mar,70
532,South East,Abia,ab Obi Nwga Local Government Area,25-Apr,78
533,South East,Abia,ab Obi Nwga Local Government Area,25-May,82
534,South East,Abia,ab Obi Nwga Local Government Area,25-Jun,97
535,South East,Abia,ab Obi Nwga Local Government Area,25-Jul,85
536,South East,Abia,ab Obi Nwga Local Government Area,25-Aug,100
537,South East,Abia,ab Obi Nwga Local Government Area,25-Sep,95
538,South East,Abia,ab Obi Nwga Local Government Area,25-Oct,89
539,South East,Abia,ab Obi Nwga Local Government Area,25-Nov,98
540,South East,Abia,ab Obi Nwga Local Government Area,25-Dec,115
541,South East,Abia,ab Ohafia Local Government Area,21-Jan,37
542,South East,Abia,ab Ohafia Local Government Area,21-Feb,54
543,South East,Abia,ab Ohafia Local Government Area,21-Mar,65
544,South East,Abia,ab Ohafia Local Government Area,21-Apr,83
545,South East,Abia,ab Ohafia Local Government Area,21-May,90
546,South East,Abia,ab Ohafia Local Government Area,21-Jun,61
547,South East,Abia,ab Ohafia Local Government Area,21-Jul,85
548,South East,Abia,ab Ohafia Local Government Area,21-Aug,57
549,South East,Abia,ab Ohafia Local Government Area,21-Sep,81
550,South East,Abia,ab Ohafia Local Government Area,21-Oct,53
551,South East,Abia,ab Ohafia Local Government Area,21-Nov,43
552,South East,Abia,ab Ohafia Local Government Area,21-Dec,58
553,South East,Abia,ab Ohafia Local Government Area,22-Jan,54
554,South East,Abia,ab Ohafia Local Government Area,22-Feb,53
555,South East,Abia,ab Ohafia Local Government Area,22-Mar,57
556,South East,Abia,ab Ohafia Local Government Area,22-Apr,69
557,South East,Abia,ab Ohafia Local Government Area,22-May,87
558,South East,Abia,ab Ohafia Local Government Area,22-Jun,78
559,South East,Abia,ab Ohafia Local Government Area,22-Jul,63
560,South East,Abia,ab Ohafia Local Government Area,22-Aug,69
561,South East,Abia,ab Ohafia Local Government Area,22-Sep,65
562,South East,Abia,ab Ohafia Local Government Area,22-Oct,66
563,South East,Abia,ab Ohafia Local Government Area,22-Nov,57
564,South East,Abia,ab Ohafia Local Government Area,22-Dec,41
565,South East,Abia,ab Ohafia Local Government Area,23-Jan,57
566,South East,Abia,ab Ohafia Local Government Area,23-Feb,44
567,South East,Abia,ab Ohafia Local Government Area,23-Mar,52
568,South East,Abia,ab Ohafia Local Government Area,23-Apr,67
569,South East,Abia,ab Ohafia Local Government Area,23-May,24
570,South East,Abia,ab Ohafia Local Government Area,23-Jun,70
571,South East,Abia,ab Ohafia Local Government Area,23-Jul,60
572,South East,Abia,ab Ohafia Local Government Area,23-Aug,57
573,South East,Abia,ab Ohafia Local Government Area,23-Sep,70
574,South East,Abia,ab Ohafia Local Government Area,23-Oct,68
575,South East,Abia,ab Ohafia Local Government Area,23-Nov,60
576,South East,Abia,ab Ohafia Local Government Area,23-Dec,61
577,South East,Abia,ab Ohafia Local Government Area,24-Jan,72
578,South East,Abia,ab Ohafia Local Government Area,24-Feb,66
579,South East,Abia,ab Ohafia Local Government Area,24-Mar,67
580,South East,Abia,ab Ohafia Local Government Area,24-Apr,69
581,South East,Abia,ab Ohafia Local Government Area,24-May,79
582,South East,Abia,ab Ohafia Local Government Area,24-Jun,70
583,South East,Abia,ab Ohafia Local Government Area,24-Jul,60
584,South East,Abia,ab Ohafia Local Government Area,24-Aug,65
585,South East,Abia,ab Ohafia Local Government Area,24-Sep,82
586,South East,Abia,ab Ohafia Local Government Area,24-Oct,74
587,South East,Abia,ab Ohafia Local Government Area,24-Nov,94
588,South East,Abia,ab Ohafia Local Government Area,24-Dec,75
589,South East,Abia,ab Ohafia Local Government Area,25-Jan,89
590,South East,Abia,ab Ohafia Local Government Area,25-Feb,69
591,South East,Abia,ab Ohafia Local Government Area,25-Mar,63
592,South East,Abia,ab Ohafia Local Government Area,25-Apr,101
593,South East,Abia,ab Ohafia Local Government Area,25-May,110
594,South East,Abia,ab Ohafia Local Government Area,25-Jun,114
595,South East,Abia,ab Ohafia Local Government Area,25-Jul,123
596,South East,Abia,ab Ohafia Local Government Area,25-Aug,170
597,South East,Abia,ab Ohafia Local Government Area,25-Sep,204
598,South East,Abia,ab Ohafia Local Government Area,25-Oct,198
599,South East,Abia,ab Ohafia Local Government Area,25-Nov,166
600,South East,Abia,ab Ohafia Local Government Area,25-Dec,118
601,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Jan,80
602,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Feb,61
603,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Mar,79
604,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Apr,109
605,South East,Abia,ab Osisioma Ngwa Local Government Area,21-May,141
606,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Jun,180
607,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Jul,201
608,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Aug,263
609,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Sep,220
610,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Oct,226
611,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Nov,58
612,South East,Abia,ab Osisioma Ngwa Local Government Area,21-Dec,174
613,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Jan,151
614,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Feb,137
615,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Mar,201
616,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Apr,219
617,South East,Abia,ab Osisioma Ngwa Local Government Area,22-May,220
618,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Jun,267
619,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Jul,278
620,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Aug,241
621,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Sep,275
622,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Oct,219
623,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Nov,190
624,South East,Abia,ab Osisioma Ngwa Local Government Area,22-Dec,143
625,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Jan,145
626,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Feb,191
627,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Mar,156
628,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Apr,119
629,South East,Abia,ab Osisioma Ngwa Local Government Area,23-May,120
630,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Jun,166
631,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Jul,150
632,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Aug,94
633,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Sep,167
634,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Oct,128
635,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Nov,134
636,South East,Abia,ab Osisioma Ngwa Local Government Area,23-Dec,178
637,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Jan,173
638,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Feb,197
639,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Mar,148
640,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Apr,182
641,South East,Abia,ab Osisioma Ngwa Local Government Area,24-May,192
642,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Jun,184
643,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Jul,192
644,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Aug,172
645,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Sep,206
646,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Oct,188
647,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Nov,204
648,South East,Abia,ab Osisioma Ngwa Local Government Area,24-Dec,109
649,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Jan,130
650,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Feb,141
651,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Mar,45
652,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Apr,171
653,South East,Abia,ab Osisioma Ngwa Local Government Area,25-May,188
654,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Jun,210
655,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Jul,202
656,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Aug,132
657,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Sep,244
658,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Oct,143
659,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Nov,204
660,South East,Abia,ab Osisioma Ngwa Local Government Area,25-Dec,84
661,South East,Abia,ab Ugwunagbo Local Government Area,21-Jan,46
662,South East,Abia,ab Ugwunagbo Local Government Area,21-Feb,35
663,South East,Abia,ab Ugwunagbo Local Government Area,21-Mar,54
664,South East,Abia,ab Ugwunagbo Local Government Area,21-Apr,80
665,South East,Abia,ab Ugwunagbo Local Government Area,21-May,57
666,South East,Abia,ab Ugwunagbo Local Government Area,21-Jun,69
667,South East,Abia,ab Ugwunagbo Local Government Area,21-Jul,52
668,South East,Abia,ab Ugwunagbo Local Government Area,21-Aug,53
669,South East,Abia,ab Ugwunagbo Local Government Area,21-Sep,52
670,South East,Abia,ab Ugwunagbo Local Government Area,21-Oct,60
671,South East,Abia,ab Ugwunagbo Local Government Area,21-Nov,51
672,South East,Abia,ab Ugwunagbo Local Government Area,21-Dec,44
673,South East,Abia,ab Ugwunagbo Local Government Area,22-Jan,57
674,South East,Abia,ab Ugwunagbo Local Government Area,22-Feb,44
675,South East,Abia,ab Ugwunagbo Local Government Area,22-Mar,68
676,South East,Abia,ab Ugwunagbo Local Government Area,22-Apr,83
677,South East,Abia,ab Ugwunagbo Local Government Area,22-May,78
678,South East,Abia,ab Ugwunagbo Local Government Area,22-Jun,61
679,South East,Abia,ab Ugwunagbo Local Government Area,22-Jul,75
680,South East,Abia,ab Ugwunagbo Local Government Area,22-Aug,46
681,South East,Abia,ab Ugwunagbo Local Government Area,22-Sep,47
